id,filtered_words,features,label_index
R170,"['government', 'ability', 'scientist', 'six.', 'listen', 'decade', 'kid', 'his.', 'nearly', 'feeling', 'foot', 'election', 'mean', 'blood.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[132,429,613,909,1020,2227,2259,2866,3004,3614,3681,3723,3754,4349,4506,4687,6030,6226,7890,9462],[4.137164559405029,3.6516567436233283,3.914021008090819,3.7316994512968646,2.5530444549552183,2.7200985396183848,2.7200985396183848,4.607168188650764,4.830311739964974,0.6871770135734415,4.42484663185681,4.42484663185681,5.117993812416755,5.117993812416755,0.691153161953081,0.691153161953081,4.830311739964974,4.137164559405029,4.137164559405029,0.691153161953081])",1.0
F110,"['institution', 'leg', 'main', 'measure', 'white.', 'look', 'organization', 'left', 'response', 'fish.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,528,1364,1637,1662,2445,3243,3471,3486,4921,5850,6290,6877,7281,7936,8338,9939],[0.691153161953081,4.42484663185681,4.270695952029551,4.137164559405029,4.019381523748645,4.270695952029551,3.6516567436233283,5.523458920524919,2.849310271098391,2.849310271098391,0.691153161953081,3.7316994512968646,5.523458920524919,0.6753425559264385,0.691153161953081,0.691153161953081,3.577548771469606])",0.0
F048,"['next', 'pay', 'population.', 'beat', 'wall', 'enter', 'main.', 'foot', 'concern', 'see.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1968,2569,3892,4897,5850,6404,6599,6747,6975,7281,7435,7890,7936,8273,8338,9668],[0.691153161953081,4.270695952029551,3.4440173788450834,2.5530444549552183,4.607168188650764,0.691153161953081,3.6516567436233283,5.523458920524919,2.5530444549552183,5.117993812416755,0.6753425559264385,3.8187108282864943,4.137164559405029,0.691153161953081,3.8187108282864943,0.691153161953081,5.117993812416755])",0.0
F082,"['behavior', 'rate', 'office', 'style', 'pass', 'travel', 'hard.', 'pull', 'nothing', 'even', 'network.', 'use', 'management', 'nature', 'scientist', 'focus', 'scientist.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[253,503,735,1241,2117,3611,3931,4292,4377,5133,5850,6226,6406,6597,7281,7515,7936,8000,8338,8344,8392,8681,9166],[3.8187108282864943,0.691153161953081,3.6516567436233283,3.4440173788450834,5.523458920524919,4.607168188650764,3.7316994512968646,4.270695952029551,2.60568818844064,4.42484663185681,0.691153161953081,4.137164559405029,4.270695952029551,4.270695952029551,0.6753425559264385,4.830311739964974,0.691153161953081,4.42484663185681,0.691153161953081,4.42484663185681,4.137164559405029,3.577548771469606,4.830311739964974])",0.0
F187,"['sell', 'window', 'force', 'pick', 'late', 'especially.', 'find', 'fine', 'activity.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[391,503,1256,1770,2403,3079,4485,5850,6431,7281,7372,7417,7510,7860,7936,8338],[4.019381523748645,0.691153161953081,3.125563647726549,2.920769235080536,3.8187108282864943,4.019381523748645,3.5085558999826545,0.691153161953081,4.42484663185681,0.6753425559264385,3.914021008090819,5.523458920524919,4.270695952029551,2.958509563063383,0.691153161953081,0.691153161953081])",0.0
F027,"['seek', 'detail', 'make', 'affect', 'another', 'significant', 'seem', 'do.', 'account', 'sign', 'college', 'real', 'less', 'hear.', 'phone', 'bar', 'list', 'day', 'attack', 'begin', 'sport.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[171,286,503,1143,1195,1256,1513,1626,1862,2111,2588,3525,5693,5850,6055,6756,7281,7332,7860,7936,8057,8166,8338,8552,8728,9133,9187,9691],[3.914021008090819,5.117993812416755,0.691153161953081,4.270695952029551,4.137164559405029,3.125563647726549,4.019381523748645,4.270695952029551,5.523458920524919,5.523458920524919,4.830311739964974,5.117993812416755,4.270695952029551,0.691153161953081,4.137164559405029,3.577548771469606,0.6753425559264385,4.607168188650764,2.958509563063383,0.691153161953081,4.137164559405029,4.137164559405029,0.691153161953081,4.607168188650764,3.6516567436233283,4.830311739964974,4.607168188650764,4.019381523748645])",0.0
F202,"['man', 'many', 'age', 'thus', 'real.', 'treat', 'effect', 'price', 'coach', 'support.', 'old', 'easy', 'south', 'might', 'kind', 'represent', 'particularly.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,659,760,1738,2569,3514,3924,4377,4816,5188,5684,5850,5963,6044,6324,7083,7281,7936,8338,8717,8750,8791,9168],[0.691153161953081,5.117993812416755,4.830311739964974,4.019381523748645,3.4440173788450834,4.270695952029551,3.914021008090819,2.60568818844064,3.5085558999826545,4.607168188650764,3.914021008090819,0.691153161953081,4.830311739964974,4.830311739964974,4.830311739964974,3.577548771469606,0.6753425559264385,0.691153161953081,0.691153161953081,4.137164559405029,4.607168188650764,4.607168188650764,4.830311739964974])",0.0
F197,"['table', 'prevent', 'enjoy', 'pm', 'into.', 'line', 'beyond', 'than.', 'season', 'site', 'clearly', 'plant', 'issue', 'eight.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[442,460,503,1182,1805,1822,2358,3252,3892,3931,5850,5891,6616,6747,7026,7244,7281,7936,8238,8338,8900],[5.523458920524919,5.523458920524919,0.691153161953081,4.137164559405029,4.270695952029551,5.523458920524919,4.830311739964974,4.137164559405029,2.5530444549552183,3.7316994512968646,0.691153161953081,3.8187108282864943,4.607168188650764,2.5530444549552183,4.607168188650764,3.8187108282864943,0.6753425559264385,0.691153161953081,4.019381523748645,0.691153161953081,4.270695952029551])",0.0
R128,"['risk', 'west', 'institution', 'chance.', 'past', 'travel', 'adult', 'lot', 'lawyer', 'he.', 'claim', 'reveal', 'building', 'suddenly', 'land', 'economy', 'entire.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[72,217,656,821,1507,2059,3243,3614,4506,4687,4943,5085,5852,7148,8257,8581,8681,8794,8937,9021,9275,9462,9944],[4.42484663185681,3.6516567436233283,4.830311739964974,2.849310271098391,4.607168188650764,2.60568818844064,3.6516567436233283,0.6871770135734415,0.691153161953081,0.691153161953081,4.137164559405029,3.2721671219184243,4.42484663185681,4.42484663185681,5.523458920524919,4.019381523748645,3.577548771469606,4.137164559405029,4.607168188650764,3.914021008090819,3.914021008090819,0.691153161953081,5.523458920524919])",1.0
F157,"['writer', 'also', 'magazine', 'own.', 'friend', 'magazine', 'lead', 'church', 'fast', 'forget', 'team.', 'situation', 'white', 'night.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[488,503,1273,2259,3136,3222,3792,5356,5843,5850,6021,6906,7146,7281,7813,7936,8338,8413,9263,9813],[4.137164559405029,0.691153161953081,3.7316994512968646,2.7200985396183848,3.8187108282864943,4.830311739964974,3.4440173788450834,4.830311739964974,4.137164559405029,0.691153161953081,5.523458920524919,4.830311739964974,4.019381523748645,0.6753425559264385,5.117993812416755,0.691153161953081,0.691153161953081,7.017111799965309,4.137164559405029,2.997730276216664])",0.0
F117,"['large', 'pattern', 'watch', 'manager', 'sort', 'several.', 'whose', 'low', 'matter', 'science', 'often.', 'approach', 'first', 'think', 'street', 'arrive', 'total.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[74,503,617,1652,2335,2402,2708,3095,3363,3684,4377,5720,5850,6403,6535,7022,7281,7391,7936,8338,8411,8757,9539],[4.830311739964974,0.691153161953081,4.42484663185681,4.830311739964974,4.270695952029551,4.830311739964974,3.5085558999826545,4.42484663185681,4.019381523748645,4.019381523748645,2.60568818844064,4.019381523748645,0.691153161953081,4.270695952029551,4.830311739964974,3.914021008090819,0.6753425559264385,4.137164559405029,0.691153161953081,0.691153161953081,3.3262343431887,5.117993812416755,4.137164559405029])",0.0
F173,"['close', 'program', 'set.', 'available', 'price', 'however', 'town', 'raise.', 'although', 'decide', 'hospital', 'community', 'check', 'political', 'deal.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,573,911,1738,2475,3497,3892,3901,3935,4715,4930,5767,5850,6747,7281,7593,7779,7936,8174,8293,8338,9470],[0.691153161953081,4.137164559405029,4.270695952029551,4.019381523748645,4.270695952029551,4.137164559405029,2.5530444549552183,4.42484663185681,4.607168188650764,4.019381523748645,3.2208738275308737,5.523458920524919,0.691153161953081,2.5530444549552183,0.6753425559264385,5.117993812416755,3.3262343431887,0.691153161953081,3.914021008090819,3.8187108282864943,0.691153161953081,4.607168188650764])",0.0
F024,"['resource', 'raise', 'time', 'item', 'his.', 'several', 'upon', 'several.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[74,503,650,1670,1916,3527,3754,5850,6735,7281,7936,8157,8338,9227],[4.830311739964974,0.691153161953081,2.958509563063383,4.830311739964974,4.019381523748645,4.270695952029551,5.117993812416755,0.691153161953081,5.117993812416755,0.6753425559264385,0.691153161953081,4.137164559405029,0.691153161953081,4.019381523748645])",0.0
F096,"['sell', 'learn', 'human', 'kitchen', 'someone', 'environment.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,756,3486,3671,4485,4921,5089,5850,5967,7281,7936,8303,8338],[0.691153161953081,4.270695952029551,2.849310271098391,4.270695952029551,3.5085558999826545,2.849310271098391,3.7316994512968646,0.691153161953081,4.607168188650764,0.6753425559264385,0.691153161953081,4.270695952029551,0.691153161953081])",0.0
R247,"['station', 'daughter', 'teach', 'responsibility.', 'final', 'collection', 'owner', 'science.', 'college', 'certainly', 'watch', 'huge', 'if.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[673,1653,1770,2198,2523,2708,3334,3614,4506,4687,6053,6219,6259,7623,8057,8209,8415,8522,9462],[4.607168188650764,4.019381523748645,2.920769235080536,4.019381523748645,5.117993812416755,3.5085558999826545,4.42484663185681,0.6871770135734415,0.691153161953081,0.691153161953081,3.914021008090819,3.0811118851557153,5.117993812416755,3.6516567436233283,4.137164559405029,4.137164559405029,4.137164559405029,4.42484663185681,0.691153161953081])",1.0
F226,"['travel', 'author', 'travel', 'ready', 'anyone', 'parent.', 'environmental', 'serve', 'single', 'radio', 'evidence', 'professor.', 'black', 'old', 'throughout', 'structure', 'paper', 'purpose', 'summer.', 'note', 'tax', 'great.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,666,1725,1948,2054,2191,2259,2996,3180,5850,5948,6027,6557,6587,6591,7083,7281,7889,7936,7958,8089,8338,8681,8690,9086,9350,9813,9909],[0.691153161953081,4.270695952029551,4.019381523748645,3.914021008090819,4.137164559405029,4.830311739964974,2.7200985396183848,3.7316994512968646,5.117993812416755,0.691153161953081,4.42484663185681,4.830311739964974,4.019381523748645,4.137164559405029,5.117993812416755,3.577548771469606,0.6753425559264385,4.42484663185681,0.691153161953081,5.523458920524919,4.270695952029551,0.691153161953081,7.155097542939212,4.137164559405029,4.607168188650764,4.270695952029551,2.997730276216664,4.42484663185681])",0.0
F100,"['write', 'example', 'issue', 'lead.', 'difference', 'friend', 'sell', 'star.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[488,503,2918,4485,5445,5850,6097,6616,7281,7386,7866,7936,8338,9606,9676],[4.137164559405029,0.691153161953081,3.0385522707369192,3.5085558999826545,4.137164559405029,0.691153161953081,4.42484663185681,4.607168188650764,0.6753425559264385,5.117993812416755,4.42484663185681,0.691153161953081,0.691153161953081,4.137164559405029,3.0385522707369192])",0.0
F246,"['film', 'design', 'debate', 'service', 'table.', 'house', 'wait', 'eat', 'sometimes', 'then.', 'late', 'husband', 'prepare', 'mind', 'garden.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,2252,2259,2286,3079,3184,3922,5003,5379,5477,5836,5850,5869,6404,7208,7276,7281,7432,7936,8276,8338,9813],[0.691153161953081,4.019381523748645,2.7200985396183848,4.270695952029551,4.019381523748645,2.6902455764687034,4.137164559405029,3.914021008090819,5.523458920524919,4.830311739964974,3.914021008090819,0.691153161953081,4.42484663185681,3.6516567436233283,4.270695952029551,3.914021008090819,0.6753425559264385,4.830311739964974,0.691153161953081,4.137164559405029,0.691153161953081,2.997730276216664])",0.0
F183,"['business', 'drug', 'particularly', 'possible', 'personal.', 'man', 'miss', 'important', 'administration', 'space', 'pay.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,1071,1676,1967,2569,4404,5185,5374,5850,6100,6443,7281,7860,7936,8338,9188],[0.691153161953081,2.958509563063383,3.8187108282864943,4.830311739964974,4.830311739964974,3.4440173788450834,4.607168188650764,4.607168188650764,4.42484663185681,0.691153161953081,4.019381523748645,3.8187108282864943,0.6753425559264385,2.958509563063383,0.691153161953081,0.691153161953081,4.270695952029551])",0.0
R063,"['today', 'else', 'research', 'third', 'trial', 'company.', 'coach', 'part', 'effort', 'think', 'threat', 'indeed.', 'may', 'like', 'age', 'act', 'challenge', 'work.', 'minute', 'green', 'book', 'cold', 'idea', 'him.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[360,393,551,1996,2335,3008,3330,3351,3357,3410,3514,3614,3920,4506,4687,5034,5726,5935,5958,6928,6944,8070,8740,8771,8791,9160,9432,9462,9806],[5.523458920524919,4.137164559405029,4.019381523748645,5.117993812416755,4.270695952029551,5.117993812416755,4.270695952029551,5.523458920524919,3.8187108282864943,4.607168188650764,4.270695952029551,0.6871770135734415,4.270695952029551,0.691153161953081,0.691153161953081,3.914021008090819,3.8187108282864943,4.607168188650764,4.019381523748645,4.42484663185681,2.8154087194227095,4.137164559405029,4.42484663185681,4.137164559405029,4.607168188650764,5.117993812416755,4.019381523748645,0.691153161953081,4.270695952029551])",1.0
R005,"['old', 'century', 'model', 'capital', 'federal.', 'summer', 'type', 'task', 'land', 'necessary', 'even.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[2782,3526,3556,3614,4506,4687,6541,7083,7102,7148,7177,7841,7979,8451,9462,9481],[5.523458920524919,4.019381523748645,2.8844015909096608,0.6871770135734415,0.691153161953081,0.691153161953081,3.7316994512968646,3.577548771469606,4.270695952029551,4.42484663185681,4.607168188650764,4.019381523748645,3.8187108282864943,3.577548771469606,0.691153161953081,4.270695952029551])",1.0
R084,"['professor', 'something', 'college', 'piece', 'other.', 'great', 'know', 'trip', 'evening.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[750,2543,3133,3556,3614,4011,4506,4687,5782,7779,8057,9231,9462,9826],[4.42484663185681,3.577548771469606,4.42484663185681,2.8844015909096608,0.6871770135734415,5.117993812416755,0.691153161953081,0.691153161953081,3.8187108282864943,3.3262343431887,4.137164559405029,5.117993812416755,0.691153161953081,4.019381523748645])",1.0
R124,"['activity', 'world', 'art', 'film', 'rather', 'instead', 'treat.', 'name', 'statement', 'boy', 'offer', 'especially', 'page.', 'behind', 'ball', 'practice', 'human', 'top', 'north.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[15,157,2802,2837,2958,3614,3813,4280,4346,4506,4527,4687,5003,5047,5328,7492,7854,8110,8173,8303,9066,9360,9462,9817],[4.270695952029551,3.6516567436233283,5.523458920524919,4.42484663185681,4.607168188650764,0.6871770135734415,5.117993812416755,5.117993812416755,4.42484663185681,0.691153161953081,3.7316994512968646,0.691153161953081,3.914021008090819,2.6902455764687034,3.5085558999826545,4.019381523748645,4.42484663185681,4.830311739964974,3.914021008090819,4.270695952029551,4.270695952029551,5.523458920524919,0.691153161953081,3.6516567436233283])",1.0
R118,"['according', 'effort', 'father', 'structure', 'teach', 'get.', 'analysis', 'tv', 'financial', 'specific', 'memory', 'prepare.', 'interest', 'process', 'democrat', 'daughter', 'light', 'heavy.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[70,1296,1411,1720,1800,2059,2147,2996,3386,3614,4506,4547,4687,5234,5726,6941,7066,7407,7564,7623,8040,8522,9462],[3.914021008090819,4.137164559405029,5.117993812416755,4.019381523748645,3.7316994512968646,2.60568818844064,5.523458920524919,3.7316994512968646,5.523458920524919,0.6871770135734415,0.691153161953081,4.42484663185681,0.691153161953081,4.270695952029551,3.8187108282864943,4.137164559405029,2.8844015909096608,4.42484663185681,4.019381523748645,3.6516567436233283,3.7316994512968646,4.42484663185681,0.691153161953081])",1.0
F001,"['number', 'write', 'vote', 'company', 'magazine', 'citizen', 'all.', 'marriage', 'recent', 'card', 'meeting', 'respond', 'pm', 'public.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[8,20,503,650,942,1535,2144,2500,5445,5591,5850,6229,7026,7281,7936,8338,8366,8413,8519,9214],[4.137164559405029,4.137164559405029,0.691153161953081,2.958509563063383,4.019381523748645,5.117993812416755,4.270695952029551,4.019381523748645,4.137164559405029,4.607168188650764,0.691153161953081,4.42484663185681,4.607168188650764,0.6753425559264385,0.691153161953081,0.691153161953081,4.830311739964974,3.5085558999826545,4.607168188650764,4.42484663185681])",0.0
F007,"['minute', 'list', 'program', 'old', 'box.', 'buy', 'face', 'investment', 'year', 'specific', 'community', 'draw', 'painting.', 'enter', 'happy', 'environmental', 'example', 'star.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[80,503,573,1562,2059,2066,3357,4034,5347,5850,6027,6097,7083,7138,7281,7435,7936,8167,8174,8338,8728,8774,8899,9606,9876],[4.607168188650764,0.691153161953081,4.137164559405029,4.830311739964974,2.60568818844064,2.7508701982851385,3.8187108282864943,4.270695952029551,4.019381523748645,0.691153161953081,4.830311739964974,4.42484663185681,3.577548771469606,5.117993812416755,0.6753425559264385,3.8187108282864943,0.691153161953081,4.42484663185681,3.914021008090819,0.691153161953081,3.6516567436233283,5.523458920524919,4.270695952029551,4.137164559405029,2.7508701982851385])",0.0
F046,"['treat', 'miss', 'majority', 'cause', 'big.', 'war', 'performance', 'trip', 'fear', 'site', 'measure', 'democratic.', 'seat', 'hear', 'affect', 'west.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[47,316,503,528,1071,1208,1890,3184,4214,4842,5782,5850,5891,5987,6055,7281,7936,8338,8719,8750,9244,9351,9513],[3.914021008090819,4.019381523748645,0.691153161953081,4.42484663185681,3.8187108282864943,2.8844015909096608,4.42484663185681,2.6902455764687034,5.523458920524919,4.137164559405029,3.8187108282864943,0.691153161953081,3.8187108282864943,4.42484663185681,4.137164559405029,0.6753425559264385,0.691153161953081,0.691153161953081,4.42484663185681,4.607168188650764,3.914021008090819,3.8187108282864943,4.42484663185681])",0.0
R103,"['pm', 'meet', 'body', 'stop.', 'mean', 'enough', 'develop', 'eat', 'outside.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[841,909,1241,3614,4506,4687,4748,6917,7026,7066,7276,7954,9462,9940],[4.42484663185681,3.7316994512968646,3.4440173788450834,0.6871770135734415,0.691153161953081,0.691153161953081,4.137164559405029,5.117993812416755,4.607168188650764,2.8844015909096608,3.914021008090819,5.523458920524919,0.691153161953081,4.270695952029551])",1.0
R037,"['boy', 'maybe', 'another', 'pretty.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[157,3614,4506,4687,4818,4991,5432,8166,9324,9462],[3.6516567436233283,0.6871770135734415,0.691153161953081,0.691153161953081,4.270695952029551,2.7508701982851385,2.7200985396183848,4.137164559405029,4.830311739964974,0.691153161953081])",1.0
F193,"['chance', 'cause', 'trip', 'become', 'college.', 'score', 'billion', 'must', 'current', 'cell', 'decide.', 'remain', 'still', 'open.', 'total', 'development', 'fish', 'machine', 'camera', 'south.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[258,316,346,503,1023,1376,1650,1927,2871,3210,3712,3892,4310,4640,5205,5782,5850,6279,6747,7090,7281,7381,7936,8040,8338,9189,9578],[4.019381523748645,4.019381523748645,3.8187108282864943,0.691153161953081,4.42484663185681,4.42484663185681,4.137164559405029,3.8187108282864943,4.019381523748645,3.8187108282864943,4.607168188650764,2.5530444549552183,5.523458920524919,5.117993812416755,4.607168188650764,3.8187108282864943,0.691153161953081,4.137164559405029,2.5530444549552183,4.607168188650764,0.6753425559264385,5.523458920524919,0.691153161953081,3.7316994512968646,0.691153161953081,4.137164559405029,5.117993812416755])",0.0
R166,"['positive', 'career', 'add', 'sell', 'national.', 'without', 'already', 'system', 'network.', 'question', 'deep', 'indeed', 'book', 'truth', 'arm.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[1,393,594,1762,2069,2947,3556,3614,3996,4043,4485,4506,4687,4930,4934,7515,7682,8497,9462,9887],[4.42484663185681,4.137164559405029,4.270695952029551,4.137164559405029,3.914021008090819,4.270695952029551,2.8844015909096608,0.6871770135734415,4.42484663185681,4.42484663185681,3.5085558999826545,0.691153161953081,0.691153161953081,3.2208738275308737,3.914021008090819,4.830311739964974,5.117993812416755,5.523458920524919,0.691153161953081,3.914021008090819])",1.0
F017,"['let', 'central', 'hospital', 'anything.', 'sister', 'boy', 'bring', 'dog', 'class', 'line.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[157,503,2066,2115,3057,3521,4007,4930,5850,7281,7751,7936,8267,8338,8928,9564,9876],[3.6516567436233283,0.691153161953081,2.7508701982851385,5.523458920524919,5.117993812416755,4.42484663185681,4.137164559405029,3.2208738275308737,0.691153161953081,0.6753425559264385,5.523458920524919,0.691153161953081,4.607168188650764,0.691153161953081,4.270695952029551,4.830311739964974,2.7508701982851385])",0.0
